name_attr;rating_attr;year_temp;watched_attr;year_attr;action_category;adventure_category;animation_category;children_category;comedy_category;crime_category;documentary_category;drama_category;fantasy_category;film_noir_category;horror_category;musical_category;mystery_category;romance_category;sci_fi_category;thriller_category;war_category;western_category;_no_genres_listed__category;imax_category
The Hound of the Baskervilles  2002 ;4.0;2002;1;2002;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0
The Bone Snatcher  2003 ;1.0;2003;1;2003;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Trust Me  2013 ;3.5;2013;1;2013;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
The Time of Their Lives  1946 ;0.0;1946;0;1946;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0
The Message  2009 ;0.0;2009;0;2009;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0
Spring is Here  1930 ;0.0;1930;0;1930;0;0;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0
The Elephant Man  1982 ;0.0;1982;0;1982;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
The Heavy  2010 ;2.0;2010;1;2010;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
Guy X  2005 ;3.75;2005;2;2005;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Tell Them Willie Boy is Here  1969 ;2.75;1969;2;1969;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
The Sea Chase  1955 ;3.0;1955;3;1955;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Kevin Hart  Seriously Funny  2010 ;4.0;2010;5;2010;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Winnetou  The Red Gentleman  1964 ;4.0;1964;1;1964;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
One Husband Too Many  2010 ;1.0;2010;1;2010;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Scooby Doo  Camp Scare  2010 ;0.0;2010;0;2010;0;1;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Half of a Yellow Sun  2013 ;2.0;2013;1;2013;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Men to Kiss  2012 ;1.5;2012;1;2012;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Little Fridolf Becomes a Grandfather  1957 ;2.5;1957;1;1957;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Beck   Familjen  2015 ;2.25;2015;2;2015;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0
The Stranger s Return  1933 ;0.0;1933;0;1933;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Weary River  1929 ;0.0;1929;0;1929;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Koran by Heart  2011 ;0.0;2011;0;2011;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
The Affairs of Martha  1942 ;0.0;1942;0;1942;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Paradise for Three  1938 ;3.0;1938;1;1938;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
The Feathered Serpent  1948 ;0.0;1948;0;1948;0;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0;0;0
Jim Norton  Please Be Offended  2012 ;0.0;2012;0;2012;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Secret of Dr  Kildare  1939 ;2.5;1939;1;1939;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
The Sky Dragon  1949 ;0.0;1949;0;1949;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0
The Man Without a Map  1968 ;0.0;1968;0;1968;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
PT 109  1963 ;2.75;1963;2;1963;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Noah s Ark  1999 ;2.75;1999;2;1999;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Mister Magoo s Christmas Carol  1962 ;0.0;1962;0;1962;0;0;1;1;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0
Tooth Fairy 2  2012 ;1.1666666666666667;2012;3;2012;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
In Name Only  1939 ;4.5;1939;1;1939;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Love s Kitchen  2011 ;3.0;2011;1;2011;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
They Call Me Renegade  1987 ;3.0;1987;1;1987;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
The Diary of Anne Frank  2009 ;3.0;2009;1;2009;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Knights  1993 ;3.5;1993;1;1993;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
The Chatterley Affair  2006 ;0.0;2006;0;2006;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
The Last Wagon  1956 ;0.0;1956;0;1956;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
Ping Pong Summer  2014 ;3.5;2014;1;2014;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Sabretooth  2002 ;1.5;2002;1;2002;1;1;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0
Pride and Prejudice  1980 ;0.0;1980;0;1980;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Sometimes They Come Back  for More  1998 ;2.0;1998;1;1998;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
The Captains  2011 ;2.5;2011;1;2011;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0
Homeboy  1988 ;3.5;1988;2;1988;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Merlin s Apprentice  2006 ;3.5;2006;1;2006;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
The Siege of Firebase Gloria  1989 ;0.0;1989;0;1989;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
The Land Before Time VII  The Stone of Cold Fire  2000 ;3.625;2000;4;2000;0;1;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
The Amazing Dr  Clitterhouse  1938 ;0.0;1938;0;1938;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0
The Violent Kind  2010 ;0.0;2010;0;2010;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
Ricky Gervais  Out of England   The Stand Up Special  2008 ;3.5;2008;1;2008;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Man of the East  1972 ;3.0;1972;1;1972;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Winnetou  The Last Shot  1965 ;4.0;1965;1;1965;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Ice Soldiers  2013 ;2.25;2013;2;2013;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Maniac  1934 ;1.0;1934;1;1934;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
The Key  1983 ;0.0;1983;0;1983;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
The Land Before Time IX  Journey to the Big Water  2002 ;3.1666666666666665;2002;3;2002;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Shock  1946 ;3.0;1946;1;1946;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0
Lost in the Desert  1969 ;0.0;1969;0;1969;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Let the Good Times Roll  1973 ;0.0;1973;0;1973;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
The Vanishing American  1925 ;0.0;1925;0;1925;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Sam Peckinpah s West  Legacy of a Hollywood Renegade  2004 ;0.0;2004;0;2004;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
The White Sister  1923 ;0.0;1923;0;1923;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Two Times Lotte  1950 ;0.0;1950;0;1950;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Land Before Time VIII  The Big Freeze  2001 ;3.3333333333333335;2001;3;2001;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Six Million Dollar Man  1973 ;2.5;1973;1;1973;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
The Love Letter  1998 ;3.5;1998;2;1998;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
The Land Before Time X  The Great Longneck Migration  2003 ;3.5;2003;3;2003;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tales That Witness Madness  1973 ;5.0;1973;1;1973;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0
Supernova  2005 ;1.0;2005;1;2005;1;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0
Peter and Vandy  2009 ;2.5;2009;1;2009;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Hercules and the Amazon Women  1994 ;1.5;1994;2;1994;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Wicked Blood  2014 ;3.5;2014;1;2014;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Killer Pad  2008 ;2.0;2008;1;2008;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0
The Indian Fighter  1955 ;2.5;1955;1;1955;1;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0
The Search for Santa Paws  2010 ;3.0;2010;1;2010;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jim Thorpe   All American  1951 ;3.0;1951;1;1951;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Non Stop  2013 ;3.0;2013;6;2013;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0
Rough Riders  1997 ;3.0;1997;2;1997;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
The Underneath  2013 ;1.0;2013;1;2013;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;0;0;0;0
The Deep Six  1958 ;0.5;1958;1;1958;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Oliver Twist  1982 ;4.0;1982;1;1982;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Pretty Devils  2000 ;3.0;2000;1;2000;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Nancy Drew and the Hidden Staircase  1939 ;2.5;1939;1;1939;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Nancy Drew  Detective  1938 ;3.0;1938;1;1938;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
The Little Rascals Save the Day  2014 ;3.1666666666666665;2014;3;2014;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Oliver Twist  1999 ;2.5;1999;1;1999;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Mosquito Squadron  1969 ;2.5;1969;1;1969;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Night of Dark Shadows  1971 ;3.0;1971;1;1971;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0
The Thirteen Assassins  1963 ;2.0;1963;1;1963;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Nemesis 3  Time Lapse  1996 ;2.5;1996;1;1996;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0
None But the Brave  1965 ;3.0;1965;3;1965;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0
Napoleon  1995 ;3.0;1995;1;1995;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jack Frost  1979 ;3.0;1979;1;1979;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Monster  2008 ;2.5;2008;1;2008;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Stick  1985 ;3.0;1985;1;1985;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
The 39 Steps  1959 ;3.0;1959;1;1959;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Skyjacked  1972 ;3.0;1972;1;1972;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
The New Centurions  1972 ;1.0;1972;1;1972;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Just 4 Kicks  2003 ;3.0;2003;1;2003;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
If It s Tuesday  This Must Be Belgium  1969 ;2.5;1969;1;1969;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Starlift  1951 ;3.0;1951;1;1951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Naked Violence  1969 ;3.0;1969;1;1969;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
The Italian Connection  1972 ;3.5;1972;1;1972;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Colpo in canna  1975 ;2.0;1975;1;1975;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Kidnap Syndicate  1975 ;3.25;1975;2;1975;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Rulers of the City  1976 ;2.0;1976;1;1976;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
To Be Twenty  1978 ;2.0;1978;1;1978;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0
Torrente 4  Lethal Crisis  2011 ;0.0;2011;0;2011;1;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Torrente 5  Operaci n Eurovegas  2014 ;0.0;2014;0;2014;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
I Want You  2012 ;3.0;2012;1;2012;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Manolito Four Eyes  1999 ;1.5;1999;1;1999;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
El Robobo De La Jojoya  1991 ;0.5;1991;1;1991;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Elsa   Fred  2014 ;3.0;2014;3;2014;0;0;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Soccer Days  2003 ;3.0;2003;1;2003;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Too Late Blues  1961 ;4.0;1961;1;1961;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Melbourne  2014 ;4.0;2014;1;2014;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Clear History  2013 ;3.0833333333333335;2013;6;2013;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Identical  2014 ;3.5;2014;1;2014;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
The Trans Atlantic Mystery  1932 ;2.5;1932;1;1932;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
The Gamers  Hands of Fate  2013 ;3.6666666666666665;2013;3;2013;0;0;0;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0
Love at First Fight  2014 ;3.6666666666666665;2014;3;2014;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Mare Nostrum  1926 ;2.5;1926;1;1926;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0
Skylark  1941 ;0.0;1941;0;1941;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Mary Stevens M D   1933 ;3.0;1933;1;1933;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Man Made Monster  1941 ;3.5;1941;1;1941;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;1;0;0;0;0
The Hearse  1980 ;2.0;1980;1;1980;0;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0
The Phantom of the Opera  1990 ;4.333333333333333;1990;3;1990;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;0;0
P U N K S  1999 ;3.6666666666666665;1999;3;1999;0;0;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Springfield Rifle  1952 ;3.0;1952;1;1952;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;0
Why Be Good   1929 ;3.0;1929;1;1929;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
The Expedition to the End of the World  2014 ;2.5;2014;2;2014;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
Jealousy  2013 ;3.75;2013;2;2013;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
The Divine Woman  1928 ;3.5;1928;1;1928;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Russkies  1987 ;4.0;1987;1;1987;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Hercules and the Lost Kingdom  1994 ;1.0;1994;1;1994;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Winter Break  2003 ;3.5;2003;1;2003;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
The Facility  2012 ;1.5;2012;1;2012;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0
Ironclad 2  Battle for Blood  2014 ;2.5;2014;1;2014;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Land Before Time XI  Invasion of the Tinysauruses  2005 ;3.0;2005;3;2005;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Head Office  1985 ;2.5;1985;1;1985;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Jim Jefferies  I Swear to God  2009 ;3.5;2009;1;2009;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
The Magic Box  1951 ;0.0;1951;0;1951;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
The Adventures of Tartu  1943 ;3.0;1943;1;1943;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0
Knight Without Armor  1937 ;2.0;1937;1;1937;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;0;0
Winning Streak  2012 ;3.0;2012;1;2012;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Cry  the Beloved Country  1952 ;2.5;1952;2;1952;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
I Accuse   1958 ;0.0;1958;0;1958;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Hercules and the Circle of Fire  1994 ;1.0;1994;1;1994;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
Taken  2002 ;3.5;2002;6;2002;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
The Lost Continent  1968 ;3.5;1968;1;1968;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0
The Opposite Sex  1956 ;3.5;1956;1;1956;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Mischief Night  2013 ;0.5;2013;1;2013;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0
Saratoga  1937 ;2.25;1937;2;1937;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
The Man From The Alamo  1953 ;3.0;1953;1;1953;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Lucr ce Borgia  1935 ;2.5;1935;1;1935;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
I Accuse  1938 ;0.0;1938;0;1938;0;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;1;0;0;0
Call Me Savage  1975 ;4.0;1975;1;1975;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Invitation to a Gunfighter  1964 ;2.5;1964;1;1964;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
The Hornet s Nest  2014 ;3.5;2014;1;2014;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0
My Way  2012 ;3.5;2012;1;2012;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
The Inspector  1962 ;3.5;1962;1;1962;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Man Proof  1938 ;2.5;1938;1;1938;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Man Of The Moment  1935 ;4.0;1935;1;1935;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Private Detective 62  1933 ;3.0;1933;2;1933;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Three Guys Named Mike  1951 ;0.0;1951;0;1951;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
Wuthering Heights  2003 ;2.0;2003;1;2003;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
The Derby Stallion  2005 ;4.0;2005;1;2005;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Jewtopia  2012 ;2.75;2012;2;2012;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0
The Land Before Time XII  The Great Day of the Flyers  2006 ;3.6666666666666665;2006;3;2006;0;0;1;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0
Storm Warning  1951 ;3.0;1951;1;1951;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0
The Substitute 4  Failure Is Not an Option  2001 ;0.5;2001;1;2001;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Nas  Time Is Illmatic  2014 ;4.5;2014;1;2014;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
The Hunters  2013 ;2.5;2013;1;2013;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
In the Name of the King III  2014 ;0.5;2014;1;2014;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0
Hercules in the Underworld  1994 ;1.0;1994;1;1994;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0
Jim Jefferies  Alcoholocaust  2010 ;3.35;2010;10;2010;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
That Certain Woman  1937 ;2.5;1937;1;1937;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0
Twilight of the Golds  The  1997 ;2.0;1997;1;1997;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
One Spy Too Many  1966 ;2.5;1966;1;1966;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Tribes  1970 ;3.0;1970;1;1970;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
The Night That Panicked America  1975 ;3.0;1975;1;1975;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Goldengirl  1979 ;2.0;1979;1;1979;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Playing for Time  1980 ;4.0;1980;1;1980;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Space  1985 ;4.0;1985;1;1985;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
The Karen Carpenter Story  1989 ;3.0;1989;1;1989;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
The Incident  1990 ;3.0;1990;1;1990;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Caroline   1990 ;4.0;1990;1;1990;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
Skylark  1993 ;3.5;1993;3;1993;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
A Lesson Before Dying  1999 ;3.0;1999;1;1999;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Sybil  2008 ;3.5;2008;1;2008;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
See Here  Private Hargrove  1944 ;2.5;1944;1;1944;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0
Vito  2011 ;4.0;2011;1;2011;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0
The Golden Eye  1948 ;2.5;1948;1;1948;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0
Sh  The Octopus  1937 ;1.0;1937;1;1937;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0
Highly Dangerous  1950 ;2.5;1950;1;1950;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0
The Casino Murder Case  1935 ;3.0;1935;1;1935;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0
Zouzou  1934 ;3.0;1934;1;1934;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
Women Aren t Funny  2014 ;3.5;2014;2;2014;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0
The Last Outpost  1951 ;3.0;1951;1;1951;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0
Shun Li and the Poet  2011 ;3.25;2011;2;2011;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Basara  Princess Goh  1992 ;4.0;1992;1;1992;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Cake  2014 ;3.3333333333333335;2014;21;2014;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Quod erat demonstrandum  2014 ;3.0;2014;1;2014;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0
Power Play  1978 ;4.0;1978;1;1978;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0
Number One with a Bullet  1987 ;2.0;1987;1;1987;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
